Comment ID,Comment,Post ID,Post themes,Background song/audio,Harm score,Score explanation
7240652116650443776,Omg this is so true I feel so anxious when I feel bad about my body!,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Emotionally resonant but not harmful—constructive self-awareness.
7220130145117275136,How?,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,"Likely a curious prompt for more information—neutral tone, no disrespect."
7220337706314777600,This is so interesting. I don't watch what I eat and I love my body shape and size at age 43. Something flipped after childbirth.,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Insightful and respectful comment contributing to the topic—no harm.
7240636178174052352,WOW I have literlaly known this about myself without understanding the science behind it!! Thank you for sharing!!,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Expression of insight and personal growth—affirming and not harmful.
7220206923513921536,OMG meeeeeee fight or flight 24/7 and I’m fully aware !!! Where do I sign up!?,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0.25,"Humor used to express distress—slight concern due to reference to dissociation, but not overtly self-harming."
7233885797442749440,I need it all in german pls 😭,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,"Language request, expressed emotionally but respectfully—no harmful tone."
7220462973139436544,👏🏻👏🏻👏🏻,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Emoji-only but clearly positive reinforcement—harmless and encouraging.
7219637771669273600,make so much sense,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,A brief affirmation of the post’s clarity—positive tone.
7250788227917266944,Thank you! This is so insightful,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Grateful and affirming message that aligns with the intent of the content.
7460771556697833472,Sending love from Nigeria 🇳🇬 ❤️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Friendly international support.
7461130379912755200,lovely princess ❤,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Warm and kind.
7460781699494899712,God bless you,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Spiritual support.
7460737517794314240,"las dos son unas damas maravillosas, saludos desde Jalisco!! 🥰",7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Polite and affirming.
7461178378453504000,🫶🏼🫶🏼🫶🏼,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Loving emoji; clear support.
7461232783902622720,Princess Kai 🥰💘❤,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Flattering and affectionate.
7460927337891987456,💙💙💙👍👍👍,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Loving and approving emojis.
7460929785792727040,@Lily (arianas version) 🫧🪽,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Tag with emoji; neutral.
7460942350811154432,🥰🥰🥰,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Pure affection.
7460971599845507072,♥♥♥♥♥,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Love emojis; fully supportive.
7460974858299571200,👏👏👏,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Applause emoji, positive and supportive."
7460936649851110400,🥰🥰🥰👍👍👍,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Mixed affectionate and approving emojis; friendly.
7460874178503690240,🙏🙏🙏,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Respectful, appreciative gesture."
7460888867852370944,❤❤❤,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Heart emojis; affectionate and positive.
7460900788514015232,🥰🥰🥰,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Repeated affectionate emoji.
7460960691509068800,👌👌👌,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Approval emojis; complimentary.
7460914814572787712,👍🥰🥰🥰,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Supportive and friendly mix of emojis.
7460924461538903040,@Valeri M,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Tagging another user; neutral.
7460943780389534720,😔😔😔,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Sadness emoji; emotional, not harmful."
7460859177868328960,😀❤️❤️❤️💪,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Cheerful and encouraging emoji mix.
7460942188987105280,🤝😉👍,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Friendly emojis; tone is positive.
7461042952409071616,@Kerem.o,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Neutral user tag.
7461243566313665536,😚💋💗💐💚🥰🌹🌹🌹,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Affectionate emojis; supportive tone.
7461083579197952000,❤️🙏😍,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Positive and respectful.
7.461165394269E+18,💜💜💪,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Uplifting, strength-focused emoji mix."
7461121407536611328,❤❤❤,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Pure affection.
7460991990420258816,usa ban tiktok Sunday just go to the top icon and change location settings it's easy,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Slightly confusing chain message-like text; borderline misinformation but not harmful in tone.
7460689771866624000,so at 11:59pm Saturday will be your last time using tiktok if the Ban Goes through,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Rumor-like claim; ambiguous but not hostile.
7460726259959970816,Respectable women don't vote for rap ists,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",1,Politically aggressive and contains implication of violent crime; contextually inappropriate and potentially harmful.
7460615204729454592,Wanna ride in my Chevrolet 1500 🇺🇸,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Flirtatious and ambiguous; slightly inappropriate tone depending on interpretation but not aggressive.
7460895109174721536,lemme eyp pls,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,"Unclear message, possibly a flirtatious or suggestive typo; tone could be misread."
7460882690582051840,♥️♥️♥️♥️♥️♥️♥️😃 CAN’T WAIT !!!♥️♥️♥️♥️♥️♥️♥️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Extremely enthusiastic and supportive.
7460982285563724800,💕💕💕💕💕💕💕💕💕,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Loving and kind emoji chain.
7461024430836300800,❤️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️🇺🇸❤️🇺🇸❤️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Patriotic and positive tone.
7460987285017164800,Kai this DRESS on you is 👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Compliment, very affirming and supportive."
7461018945578583040,@Alex 🇮🇪/🇩🇪 ✝️✝️✝️🇮🇱>🇵🇸,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.75,"Contains political symbolism that can be inflammatory or offensive, especially in sensitive global contexts."
7461012035325804544,@Will🦦,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Harmless tag.
7461017620012221440,can we mingle,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Slightly suggestive; borderline flirtatious.
7461179013299763200,Xrp to the moon,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Comment unrelated to post theme, but not harmful."
7461059168289555456,🔥🔥🔥🔥🔥❤️❤️❤️❤️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Purely enthusiastic emojis; supportive tone.
7461064771387816960,Woooaaaaa ❤️❤️❤️❤️🤌🏼,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Enthusiastic and affectionate expression.
7461036529253529600,@SP4WN | ◯△□,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Tag with symbols; neutral and not harmful.
7461091391671191552,#massfollowing,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Spammy behavior; off-topic and low-quality engagement.
7461071705453313024,❤️❤️❤️❤️❤️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Loving emojis; supportive tone.
7461250059285134336,#massfollowing 😊,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Lightly masked engagement farming; not malicious but off-topic.
7460896989518577664,you know this song is mocking God or ignoring him..,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.5,Critical and potentially dismissive of others’ preferences; religious tension adds sensitivity.
7461245496628211712,Save TikTok #massfollowing #followme,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Spammy engagement and self-promotion.
7461073154766866432,is tiktok actually going to get banned,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Curious and topical; not harmful.
7461177598677401600,❤️❤️❤️❤️❤️❤️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Positive and kind emoji chain.
7460611597896678400,Im glad your Grandpa is back! You're a beautiful young lady! Have a safe day at Inauguration. ❤️🇺🇸,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Empathetic and warm message.
7460621842911395840,Soo excited I couldn't wait inauguration President Trump.,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Politically expressive but not harmful.
7460732568050545664,She kinda looks like Kai trump Donald Trump’s granddaughter. She looks like her a lot.,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Flippant and odd comparison with sarcasm; borderline.
7460918385078846464,please get donald trump to buy tiktok,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Political wish, not hostile."
7460684853001779200,Tell trump not to banned TikTok,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Grammar aside, request is neutral in tone."
7460665296551774208,Please get Trump to keep TikTok,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Same as above; not harmful.
7460635083369579520,my buddies and I will be at the inauguration and we can't wait,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Neutral personal statement.
7460608548847502336,i need nutella girl 🙏💯,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Slightly objectifying; tone could be read as overly familiar.
7460692730842285056,I need 24/7 Kai and Emma,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Slightly intense expression of interest; borderline obsessive tone.
7460863406565671936,Trump is the GOAT. Trump save Brazil from Lula's comunista dictatorship. We need you.,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.5,Politically loaded with international implications; tone is firm but not hateful.
7460611961935201280,Does Emma have a channel?,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Innocent inquiry; no harm.
7460918847199902720,who said kai was invited to the inauguration🤣🤣,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Tone appears mocking with laughing emojis; borderline dismissive.
7460606251232492544,Free palestine 🇵🇸,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Political advocacy not directly tied to video content; not harmful but off-topic.
7460698017064582144,NOT that freak Sam Smith!,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.75,Derogatory language ('freak') aimed at a public figure; clearly disrespectful.
7460916597768780800,hey make sure your grandpa saves TikTok. 🖤 praying for a safe inauguration 🖤🖤,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Supportive and light-hearted.
7460604587394910208,4 years of glory,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,"Political opinion, not harmful."
7460623013575720960,TRUMP 🔛🔝🌍,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Enthusiastic political expression.
7460602651614017536,can’t wait for the best four years to come,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Hopeful political statement.
7460731390981633024,Ayo I Thought Barron Trump is only Child,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Suggestive or questioning tone; potentially teasing.
7460700572322087936,so tryna fly me out to dc for the inauguration this weekend? love to be there,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Slightly flirtatious/joking tone; mildly inappropriate.
7460606983231783936,Plz tell grandpa to unban tiktok asap rocky,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Light-hearted and playful.
7460773488833740800,Can you get Barron to join you and Emma for 1 video please 🌹❤️,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.25,Politically charged humor; tone is borderline inappropriate.
7460618642297454592,Comment section finally work!,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Neutral engagement observation.
7460860017337010176,Only thing I don’t like about this song is Sam smith. 🥺,7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0.5,Disparaging tone directed at artist; dismissive and sarcastic.
7460624069270897664,"Love this duo. And the marketing for Nutella girl. Idk your name, but I know you like Nutella, and at least that makes you memorable 😅",7459491278120832302,"Friends, girls, dance, trend","Yes, Sam Smith song",0,Positive and supportive.
7459512127771148288,Isn’t this ur normal makeup,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0.25,Slightly critical or teasing; could undermine creator’s intent.
7459829888285342720,So I fear this is your normal makeup,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0.25,Indirect judgmental tone; mildly negative.
7459610897126030336,"this is ur normal makeup , unrecognizable is like eye shadow look and eyeliner n contour",7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0.5,Harsh and exaggerated phrasing; borderline insulting.
7459638576444358656,"You look totally gorgeous before and after, but this looks exactly like your normal make up imo",7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Compliment with nuance; positive.
7459550054263358464,ur so beautiful with and without makeup oh my lordy,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Strongly affirming and supportive.
7459566467669936128,And the crowd….thinks it’s amazing!!,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Playful and encouraging.
7460344297780577280,Peyton if just looks the same minus the usual blush 😔❤️still kewt tho,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0.25,Implies no real difference; dismissive tone though not aggressive.
7459532543336691712,I GASPED STUNNING,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Pure praise; enthusiastic.
7459507564773049344,early and your literally stunning girl,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Early comment paired with sincere compliment.
7459747948480051200,Please line your waterline I just know it would look so good on you,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Constructive suggestion with positive framing.
7459511684508712960,omg makeup tut?,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,"Polite, excited request; supportive tone."
7459508237735591936,Girl you are so beautiful,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Clear and kind compliment.
7459554432557138944,CUTEEE,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Enthusiastic compliment.
7459508749402376192,7 MINUTES AGO WHAT,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Reaction to being early; neutral.
7459941517903183872,"idc what y’all saying about it being her normal makeup it still looks great, tutorial?",7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Defends creator against critics; supportive.
7459507364234280960,UR SO PRETTY,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Direct and positive affirmation.
7460337377774387200,queen try douyin make up I think it would look cute,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Suggestion presented kindly.
7459508524441700352,Gorgeous 💕,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Pure and simple compliment.
7459507261177088000,Early,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Neutral timestamp-style engagement.
7459603249613977600,GORGEOUS!!,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Enthusiastic compliment.
7460366349761772544,what’s your lip combo?,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,"Curious, polite question."
7459507292545008640,girl you are stunning! I love your videos! 🩷,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Supportive and kind.
7459507293005514752,firsttt,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Engagement-based comment; harmless.
7459507344289137664,1 min agooo,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Time-based observation; neutral.
7459545520727771136,I need a tutorial!!,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Enthusiastic request; positive.
7460669698025572352,guys maybe this is just her “normal makeup” bc she’s just normally gorgeous 😍🙏,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Defending creator positively.
7239757644969753600,Yes yes yes 👏,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Highly enthusiastic support—harmless and uplifting.
7241728665464114176,When I’m alone I feel happy with my body but when I’m out I kinda don’t lol,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0.25,"Emotionally vulnerable and reflective—mild concern due to discomfort around others, but shared constructively."
7240606697667657728,Does this still apply to those with adenomyosis and/or those on birth control? 🥺,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Inquisitive and respectful—completely appropriate.
7220191149909523456,💯💯💯💯 I couldn’t even get myself to take a walk at one point,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0.25,"Acknowledges a recent emotional low point—mild concern, but ultimately a constructive and grateful tone."
7220263990026224640,Commenting to stay on this side of tiktok,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Humorous and supportive—completely harmless.
7239739572346570752,My exact problem omg,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Reflects personal identification with the content—harmless and validating.
7223591792591257600,Mind body soul❤️,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Supportive and holistic phrase—no negativity present.
7225569762368865280,Which Huberman Lab episode can I listen to?,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Polite and constructive engagement—no issues.
7220491232337231872,Thank you makes so much sense! I need to start being kinder to me,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Motivated and appreciative comment—clearly constructive.
7219822137984599040,Thank you ❤️everything you have just described makes total sense and I’ve been struggling for the past 28 years… I hope yr content will help me heal,7219497020594064645,"Girl, fitness, health, personal opinion, educational","Yes, normal voice",0,Emotional but appreciative—shows the post resonated deeply without being harmful.
7459806466800844800,@areesa 🪐 @soph,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Tagging friends; neutral and harmless.
7459603605631123456,🙂,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0.25,Ambiguous emoji; can be interpreted as passive-aggressive depending on tone.
7459565359088876544,i think it’s your everyday makeup babes,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0.25,Slightly dismissive; may downplay creator’s effort.
7459532913215161344,What did u do differently? 😭,7459506825734409514,"Girl, beauty, makeup, trend","Yes, viral song",0,Curious tone with emotional emoji; not harmful.
7460633637147884544,...............COS DAMN THATS WHAT I DID TODAY ‼️‼️,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Dramatic but humorous; no harm.
7461255405067730944,This suits you so muchhh,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Kind and affirming.
7460743869844915200,You look like Thirteen from House MD,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Neutral pop culture comparison; not harmful.
7461048898137881600,You are too cool,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Direct compliment.
7460583799760701440,I’ve been waiting for this since forever 🥹,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Supportive and enthusiastic.
7460582955217777664,Unreal 😍,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Strong compliment with loving emoji.
7460567683529950208,I love the way she yelled “DAMN that’s what i looked!!!”,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Positive engagement; excited and amused tone.
7460582517331936256,Wooooaahhh ❤️❤️❤️,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Enthusiastic and affectionate; supportive.
7460571855830385664,It was very nice 💕,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Kind and affirming tone.
7.460615475716E+18,I wish I could do makeup 😭😭,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,"Self-reflection, not harmful; relates to content."
7460605959426291712,God I love you 😭✨,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Emotional and affectionate; loving comment.
7460747169268723712,"No matter what u do, u are super gorgeous babe. 🔥🔥🔥",7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Complimenting tone; kind and uplifting.
7460651713935968256,Too pretty,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Simple but affirming.
7460563161290374144,Wowww,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Enthusiastic response; neutral-positive.
7460570166222159872,which blush shade is this🥺,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Curious and admiring tone.
7460564820706886656,so prettyyy,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Direct compliment; positive.
7460563072366347264,cute,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Simple compliment.
7460572680573420544,Queen,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Empowering and affirming.
7.46078940001E+18,Ой ну какая вы необыкновенная я не могу,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,"Strong compliment, emotionally positive."
7460654021989433344,😳🥰,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Affectionate and admiring emojis.
7460589927383171072,"We love your content 💕 If you're open to collaboration, just Send \\\\""Dani11\\""\""\\""\"" to our instagram""",7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0.25,"Promotional/marketing comment, off-topic but polite."
7460592856739441664,"Hi pretty! 🎀I’m ANNA from SAGAJEWELS marketing team. We're excited to potentially collaborate with you! 🌺 Send \\\\""ANNA\\""\""\\""\"" to our Instagram IG:SAGAJEWELS.OFFICIAL❤️\""\""",7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0.25,"Spam-like marketing, not hateful but unsolicited."
7460650371611983872,"Hey! 🌟 Loving your content, and I’d be thrilled to collaborate! Let’s create something amazing together. Feel free to drop me a message, and let’s connect ♥️",7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0.25,Promotional tone; off-topic for public comment.
7460873673068609536,"I love your content!💕 For collaboration, message us on Instagram through the link in my bio to learn more 📩 but hurry, the offer ends soon! 📲✨",7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0.25,Commercial intent; borderline spam.
7460696743104167936,Diamond Bomb didn’t come to playyy 🤭💎✨,7460562387368676641,"Girl, beauty, makeup, trend","Yes, VoiceOver",0,Enthusiastic praise using slang and emojis.
7460687915225331712,And they never listen,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,General commentary; neutral.
7460686519566436352,But mine has a girlfriend..,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Personal experience; not negative or harmful.
7460686468606298112,EARLY AND IM FIFTHHH,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Typical engagement comment; neutral.
7460711141405670400,Like fr.. I mean he’s all yours but good luck😭,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0.25,Sarcastic and mildly passive-aggressive; slightly dismissive.
7460712344749603840,Does she reply???,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Curiosity about the creator; neutral.
7460849089402898432,Hi bsf!!,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Friendly and positive.
7460704404503838720,early also your teeth look soo good without braces,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Compliment and friendly tone.
7460687530062054400,Love! 🌸,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Supportive one-word compliment.
7460686459600142336,Early!!!,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Harmless timestamp comment.
7460721704566915072,I was about to tell the girl my ex is dating to stop but I'm gonna let her make that mistake (we were friends),7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0.25,Personal but potentially pointed; slightly passive-aggressive humor.
7460771016702444544,guys char follows me!! 💗🥰,7460685845910310190,"Girl, personal opinion, comedy, pop culture, skit","Yes, Kanye West song",0,Happy excitement; no harm.
